,rms,peaks,DateTime
4212.0,0.0020953862,0,2025-09-30 14:58:12+02:00
4212.0029024943315,0.002258811,0,2025-09-30 14:58:12.002902494+02:00
4212.005804988662,0.0022709058,0,2025-09-30 14:58:12.005804989+02:00
4212.0087074829935,0.0016633847,0,2025-09-30 14:58:12.008707483+02:00
4212.011609977324,0.0015224123,0,2025-09-30 14:58:12.011609977+02:00
4212.0145124716555,0.0018021232,0,2025-09-30 14:58:12.014512472+02:00
4212.017414965986,0.0021077483,0,2025-09-30 14:58:12.017414966+02:00
4212.0203174603175,0.00213319,0,2025-09-30 14:58:12.020317460+02:00
4212.023219954648,0.0018602379,0,2025-09-30 14:58:12.023219955+02:00
4212.02612244898,0.0014538167,0,2025-09-30 14:58:12.026122449+02:00
4212.029024943311,0.0011701497,0,2025-09-30 14:58:12.029024943+02:00
4212.031927437642,0.0012445524,0,2025-09-30 14:58:12.031927438+02:00
4212.034829931973,0.0014450618,0,2025-09-30 14:58:12.034829932+02:00
4212.037732426304,0.0013633738,0,2025-09-30 14:58:12.037732426+02:00
4212.040634920635,0.0011836414,0,2025-09-30 14:58:12.040634921+02:00
4212.043537414966,0.00093247683,0,2025-09-30 14:58:12.043537415+02:00
4212.046439909297,0.0005974276,0,2025-09-30 14:58:12.046439909+02:00
4212.0493424036285,0.0005977317,0,2025-09-30 14:58:12.049342404+02:00
4212.052244897959,0.00056280923,0,2025-09-30 14:58:12.052244898+02:00
4212.055147392291,0.00042634775,0,2025-09-30 14:58:12.055147392+02:00
4212.058049886621,0.000379306,0,2025-09-30 14:58:12.058049887+02:00
4212.060952380953,0.0005362914,0,2025-09-30 14:58:12.060952381+02:00
4212.063854875283,0.000646532,0,2025-09-30 14:58:12.063854875+02:00
4212.066757369615,0.00068651,0,2025-09-30 14:58:12.066757370+02:00
4212.069659863945,0.00065682095,0,2025-09-30 14:58:12.069659864+02:00
4212.072562358277,0.0006469808,0,2025-09-30 14:58:12.072562358+02:00
4212.075464852608,0.00085714896,0,2025-09-30 14:58:12.075464853+02:00
4212.078367346939,0.001243952,0,2025-09-30 14:58:12.078367347+02:00
4212.08126984127,0.0016561819,0,2025-09-30 14:58:12.081269841+02:00
4212.084172335601,0.0018830652,0,2025-09-30 14:58:12.084172336+02:00
4212.087074829932,0.0018005606,0,2025-09-30 14:58:12.087074830+02:00
4212.089977324263,0.0015714351,0,2025-09-30 14:58:12.089977324+02:00
4212.092879818594,0.0013543231,0,2025-09-30 14:58:12.092879819+02:00
4212.095782312926,0.0015245443,0,2025-09-30 14:58:12.095782313+02:00
4212.098684807256,0.001976441,0,2025-09-30 14:58:12.098684807+02:00
4212.101587301588,0.0023440165,0,2025-09-30 14:58:12.101587302+02:00
4212.104489795918,0.0023802174,0,2025-09-30 14:58:12.104489796+02:00
4212.10739229025,0.0020934218,0,2025-09-30 14:58:12.107392290+02:00
4212.11029478458,0.0016560828,0,2025-09-30 14:58:12.110294785+02:00
4212.113197278912,0.0012661322,0,2025-09-30 14:58:12.113197279+02:00
4212.116099773242,0.0014706147,0,2025-09-30 14:58:12.116099773+02:00
4212.119002267574,0.0018255077,0,2025-09-30 14:58:12.119002268+02:00
4212.121904761905,0.0021340016,0,2025-09-30 14:58:12.121904762+02:00
4212.124807256236,0.0020572257,0,2025-09-30 14:58:12.124807256+02:00
4212.127709750567,0.0017256329,0,2025-09-30 14:58:12.127709751+02:00
4212.130612244898,0.0013583412,0,2025-09-30 14:58:12.130612244+02:00
4212.133514739229,0.00094265974,0,2025-09-30 14:58:12.133514739+02:00
4212.13641723356,0.001038731,0,2025-09-30 14:58:12.136417234+02:00
4212.139319727891,0.0012033931,0,2025-09-30 14:58:12.139319728+02:00
4212.142222222222,0.0011366236,0,2025-09-30 14:58:12.142222222+02:00
4212.145124716553,0.0009742823,0,2025-09-30 14:58:12.145124717+02:00
4212.148027210885,0.000731673,0,2025-09-30 14:58:12.148027211+02:00
4212.150929705215,0.0003760761,0,2025-09-30 14:58:12.150929705+02:00
4212.153832199547,0.00043842813,0,2025-09-30 14:58:12.153832200+02:00
4212.156734693877,0.0005460772,0,2025-09-30 14:58:12.156734694+02:00
4212.159637188209,0.000564584,0,2025-09-30 14:58:12.159637188+02:00
4212.162539682539,0.0005664973,0,2025-09-30 14:58:12.162539683+02:00
4212.165442176871,0.0004305767,0,2025-09-30 14:58:12.165442177+02:00
4212.168344671202,0.00031374462,0,2025-09-30 14:58:12.168344671+02:00
4212.171247165533,0.00031680547,0,2025-09-30 14:58:12.171247166+02:00
4212.174149659864,0.00025942354,0,2025-09-30 14:58:12.174149660+02:00
4212.177052154195,0.00048829836,0,2025-09-30 14:58:12.177052154+02:00
4212.179954648526,0.00075377594,0,2025-09-30 14:58:12.179954649+02:00
4212.182857142857,0.0010198796,0,2025-09-30 14:58:12.182857143+02:00
4212.185759637188,0.0012848555,0,2025-09-30 14:58:12.185759637+02:00
4212.188662131519,0.0013565465,0,2025-09-30 14:58:12.188662132+02:00
4212.19156462585,0.0012362135,0,2025-09-30 14:58:12.191564626+02:00
4212.194467120182,0.0010867376,0,2025-09-30 14:58:12.194467120+02:00
4212.197369614512,0.0010999847,0,2025-09-30 14:58:12.197369615+02:00
4212.200272108844,0.0014072647,0,2025-09-30 14:58:12.200272109+02:00
4212.203174603174,0.0018724306,0,2025-09-30 14:58:12.203174603+02:00
4212.206077097506,0.0022152658,0,2025-09-30 14:58:12.206077098+02:00
4212.208979591836,0.002307293,0,2025-09-30 14:58:12.208979592+02:00
4212.211882086168,0.0021267822,0,2025-09-30 14:58:12.211882086+02:00
4212.214784580498,0.0017275823,0,2025-09-30 14:58:12.214784580+02:00
4212.21768707483,0.001325501,0,2025-09-30 14:58:12.217687075+02:00
4212.220589569161,0.0012035503,0,2025-09-30 14:58:12.220589569+02:00
4212.223492063492,0.0014117742,0,2025-09-30 14:58:12.223492063+02:00
4212.226394557823,0.0017864539,0,2025-09-30 14:58:12.226394558+02:00
4212.229297052154,0.0018334896,0,2025-09-30 14:58:12.229297052+02:00
4212.232199546485,0.0016622627,0,2025-09-30 14:58:12.232199546+02:00
4212.235102040816,0.0013823519,0,2025-09-30 14:58:12.235102041+02:00
4212.238004535147,0.0008791879,0,2025-09-30 14:58:12.238004535+02:00
4212.240907029479,0.0007230246,0,2025-09-30 14:58:12.240907029+02:00
4212.243809523809,0.00088839245,0,2025-09-30 14:58:12.243809524+02:00
4212.246712018141,0.0010473818,0,2025-09-30 14:58:12.246712018+02:00
4212.249614512471,0.0010652225,0,2025-09-30 14:58:12.249614512+02:00
4212.252517006803,0.0009521137,0,2025-09-30 14:58:12.252517007+02:00
4212.2554195011335,0.00071139843,0,2025-09-30 14:58:12.255419501+02:00
4212.258321995465,0.00043680734,0,2025-09-30 14:58:12.258321995+02:00
4212.2612244897955,0.00030761136,0,2025-09-30 14:58:12.261224489+02:00
4212.264126984127,0.00035700586,0,2025-09-30 14:58:12.264126984+02:00
4212.267029478458,0.00037645324,0,2025-09-30 14:58:12.267029478+02:00
4212.269931972789,0.0003561072,0,2025-09-30 14:58:12.269931973+02:00
4212.27283446712,0.00031140354,0,2025-09-30 14:58:12.272834467+02:00
4212.275736961451,0.00021446453,0,2025-09-30 14:58:12.275736961+02:00
4212.2786394557825,0.00027236366,0,2025-09-30 14:58:12.278639456+02:00
4212.281541950113,0.000642728,0,2025-09-30 14:58:12.281541950+02:00
4212.2844444444445,0.00087922317,0,2025-09-30 14:58:12.284444444+02:00
4212.287346938776,0.0010397353,0,2025-09-30 14:58:12.287346939+02:00
4212.2902494331065,0.0011833486,0,2025-09-30 14:58:12.290249433+02:00
4212.293151927438,0.0011703706,0,2025-09-30 14:58:12.293151927+02:00
4212.2960544217685,0.0010248699,0,2025-09-30 14:58:12.296054422+02:00
4212.2989569161,0.00093740935,0,2025-09-30 14:58:12.298956916+02:00
4212.301859410431,0.00088505563,0,2025-09-30 14:58:12.301859410+02:00
4212.304761904762,0.0011901165,0,2025-09-30 14:58:12.304761905+02:00
4212.307664399093,0.0015424673,0,2025-09-30 14:58:12.307664399+02:00
4212.310566893424,0.0017759857,0,2025-09-30 14:58:12.310566893+02:00
4212.3134693877555,0.0018666105,0,2025-09-30 14:58:12.313469388+02:00
4212.316371882086,0.0016910622,0,2025-09-30 14:58:12.316371882+02:00
4212.3192743764175,0.0013689273,0,2025-09-30 14:58:12.319274376+02:00
4212.322176870748,0.0010310501,0,2025-09-30 14:58:12.322176871+02:00
4212.32507936508,0.0009889916,0,2025-09-30 14:58:12.325079365+02:00
4212.32798185941,0.0011780452,0,2025-09-30 14:58:12.327981859+02:00
4212.330884353742,0.0014445605,0,2025-09-30 14:58:12.330884354+02:00
4212.333786848072,0.001620718,0,2025-09-30 14:58:12.333786848+02:00
4212.336689342404,0.001481324,0,2025-09-30 14:58:12.336689342+02:00
4212.339591836735,0.0012194752,0,2025-09-30 14:58:12.339591837+02:00
4212.342494331066,0.00094216206,0,2025-09-30 14:58:12.342494331+02:00
4212.345396825397,0.0006689128,0,2025-09-30 14:58:12.345396825+02:00
4212.348299319728,0.00081735465,0,2025-09-30 14:58:12.348299320+02:00
4212.351201814059,0.0010021457,0,2025-09-30 14:58:12.351201814+02:00
4212.35410430839,0.001050018,0,2025-09-30 14:58:12.354104308+02:00
4212.357006802721,0.0009821595,0,2025-09-30 14:58:12.357006803+02:00
4212.359909297053,0.0008298276,0,2025-09-30 14:58:12.359909297+02:00
4212.362811791383,0.0006179935,0,2025-09-30 14:58:12.362811791+02:00
4212.365714285715,0.00042425568,0,2025-09-30 14:58:12.365714286+02:00
4212.368616780045,0.00034691766,0,2025-09-30 14:58:12.368616780+02:00
4212.371519274377,0.00029109823,0,2025-09-30 14:58:12.371519274+02:00
4212.374421768707,0.00019408204,0,2025-09-30 14:58:12.374421769+02:00
4212.377324263039,0.00013304039,0,2025-09-30 14:58:12.377324263+02:00
4212.380226757369,0.00012207965,0,2025-09-30 14:58:12.380226757+02:00
4212.383129251701,0.00015726351,0,2025-09-30 14:58:12.383129252+02:00
4212.386031746032,0.00035372013,0,2025-09-30 14:58:12.386031746+02:00
4212.388934240363,0.0005598791,0,2025-09-30 14:58:12.388934240+02:00
4212.391836734694,0.0006604881,0,2025-09-30 14:58:12.391836735+02:00
4212.394739229025,0.0007203387,0,2025-09-30 14:58:12.394739229+02:00
4212.397641723356,0.00066168536,0,2025-09-30 14:58:12.397641723+02:00
4212.400544217687,0.00051061367,0,2025-09-30 14:58:12.400544218+02:00
4212.403446712018,0.00044340867,0,2025-09-30 14:58:12.403446712+02:00
