timestamp,AU1,AU2,AU3,AU4,AU5,AU7
60.01,,,,,,
60.027,,,,,,
60.043,,,,,,
60.06,,,,,,
60.077,,,,,,
60.093,,,,,,
60.11,,,,,,
60.127,0.3685433372999353,0.1600211632527108,-0.23942086217415665,-0.2653846058913618,0.21269996701050944,-0.8040958255722735
60.143,0.5835177102017852,0.09724973597019135,-0.36917549612119976,-0.2015050983880036,0.1049502480791768,-0.7263468700562746
60.16,0.6143355655878259,0.0014146559297437667,-0.3401306469313407,-0.24654258736944554,0.19074685156732937,-0.7368193543584062
60.177,0.5851042369390673,-0.242275546367626,-0.3871352403886322,-0.10761555730142343,0.22300058412035934,-0.7280286278295002
60.194,0.6864457647114307,-0.43162724256366297,-0.465259793256769,-0.1319838840798519,0.20265058446431103,-0.6642388778597557
60.21,0.7244200498425273,-0.5109580034237811,-0.5208392776594879,-0.17938704330103122,0.26373049230908036,-0.6613497042493448
60.227,0.7159585739103511,-0.630889389467509,-0.49637975266761347,-0.11089800489693866,0.2874482314731692,-0.6127881785118742
60.244,0.6589800867864238,-0.8458777947903242,-0.5772019488230303,-0.11787961706786833,0.21311270950794137,-0.504194676583659
60.26,0.5964743452229284,-0.8250430566250607,-0.6350372788530794,-0.1320544054149096,0.19788909130551938,-0.4525899701136879
60.277,0.5233405804623662,-0.8642368850785388,-0.6809239903526141,-0.1629555722320703,0.08526422548421755,-0.2532431512801815
60.294,0.5279039772604647,-1.0114711305662973,-0.6867945441068213,-0.27186615768641015,0.06621825284904499,-0.20737367003684637
60.31,0.6335018321398413,-0.9736055068468568,-0.6496166016314875,-0.2611084485745448,0.06078081907851214,-0.15321244534017853
60.327,0.5806517264183051,-0.9610700834694161,-0.7420259455047296,-0.29500356661652166,0.1165967646371782,-0.14472357277056908
60.344,0.42626390951065585,-1.0876189155844962,-0.7454331426095083,-0.1727452157444789,0.06170201247858009,-0.10482956786433313
60.36,0.3300743287776405,-1.2385705624876335,-0.8286517563749667,-0.092607334994582,0.17549930626360494,-0.048327434911894486
60.377,0.08184260238833496,-1.2925632638061402,-0.8306933970762588,-0.0025772342449175653,0.17914220743660123,0.09205313701573051
60.394,-0.06361460433686612,-1.155600992208234,-0.7427555810340432,0.04664024659643923,0.2722126497200967,0.17999120372921232
60.41,-0.11723238428611887,-1.052606181323367,-0.7659834277012044,0.10480111492948446,0.253262385490126,0.2588490105242578
