timestamp,AU1,AU2,AU3,AU4,AU5,AU7
60.01,-0.08333281021462513,-0.006215166578253051,0.031796886422437165,-0.010500454346582755,0.056242428457984994,-0.08861182233107034
60.027,-0.005103546117099178,0.0011264580099679122,-0.049964719568243776,0.012813054411008107,-0.04235426411857102,-0.02842406026197608
60.043,0.03510963521886268,0.08983502629493545,-0.07064985919611422,-0.06173824828958985,0.02781110705363421,0.005479485942583295
60.06,0.012240977771639905,0.05148960973469263,-0.029997902244597086,0.049521373520969636,0.05925075787875134,-0.03735450913453775
60.077,0.005888224179384061,-0.028731228428656053,0.0028478618786991206,-0.012736128005538916,-0.026877887329658456,-0.016500303041547593
60.093,0.017124814031299174,0.04431171450838667,-0.02985805188448376,-0.06402680885230616,0.010636386295001632,-0.005689759669499139
60.11,-0.013910772688181972,0.12726355842846004,0.014646146804737192,-0.05045891408762948,0.07346352038302584,-0.03743696941960328
60.127,0.019026873654277132,-0.016805181706846195,0.040111626014709856,-0.01812097638840182,0.053610864764289445,-0.03253058245822338
60.143,0.00903321385302025,-0.04018573458815489,-0.008848713694528332,-0.00030289772153579975,0.049263567913471196,-0.08027096449672433
60.16,0.03627723617554235,0.016313993621104306,-0.019197640343015188,0.07231082114129928,-0.0027301024223138626,-0.0051578908308291815
60.177,-0.04441905574980698,-0.06233504266787149,-0.05941097571053522,-0.009423484670009419,0.004179201372587205,-0.03232855475981378
60.194,0.06562419570498612,-0.06717488260604787,0.03643737564442384,0.010486030645556532,-0.03126575895108408,-0.022231292853579276
60.21,0.06762041669543795,0.006044888041863317,-0.046938866322126405,-0.07604655970691043,-0.01609079474382824,-0.05595754944524867
60.227,0.054400160702067435,0.05202664204177054,0.0004259079148947187,-0.02641941237842005,-0.03767077631128979,-0.03686387043839989
60.244,0.09564911708024448,-0.03361691258816801,-0.03876397708996837,-0.014380429922448812,0.028639991653189867,-0.0642942842653409
60.26,0.07487711941544584,-0.05852342312251535,-0.09142399450769512,0.03740546465952832,-0.04816804910706596,-0.03657525944067164
60.277,0.017576788595174975,-0.07873417555717177,-0.02238241445289857,-0.020962445490429804,0.04078344085647556,-0.035433184492518865
60.294,0.013596901463267308,-0.11323522669967456,-0.11528755141089908,0.04244895211812061,0.05906527321311561,0.01136302728198535
60.31,0.08682305823566683,-0.1062996509290004,-0.10418851828543474,0.031246544321629433,0.039531419363439735,0.005339303457971845
60.327,0.03383531804571227,-0.0948385955950255,-0.049932935395490485,-0.04828574313311673,0.0323091101952806,-0.0145666093567689
60.344,0.010897608929008484,-0.05562868800387699,-0.006630178436346057,-0.012664009500410689,0.033619095646327146,0.026811961688951946
60.36,-0.05584396833667071,-0.05188910937776248,-0.06210627356001819,-0.05569471755989408,0.0014317097628699926,0.03524352583686863
60.377,-0.02697409306909604,0.0005566798305070009,-0.014811424503055282,-0.028751244044213475,0.03885903745051378,0.002007907941337539
60.394,-0.0447894237952049,-0.07284646770274605,-0.05242481453935177,-0.02347697736921317,-0.05987097222946769,0.053149776738778076
60.41,0.03963565828212001,-0.10637824102271898,-0.024772584243950124,-0.009365789865907637,-0.021185826652987405,0.025542073298947532
60.427,0.03329545953886104,-0.030781120039819587,-0.02410511661613013,-0.0013558278963996528,-0.0010897224106058978,0.003920986554850181
60.444,0.026729273513662388,-0.0567289493159393,-0.05131872532753601,-0.014933338461760925,0.022820410268894697,-0.016549779212586824
60.46,-0.04600096672337273,-0.09940991937966226,-0.05017449510841532,0.015640099812010977,-0.06928431901043908,-0.02925690914113499
60.477,-0.016390355365001108,-0.07376335212946405,-0.07860225921899966,0.03367934189460131,0.07259985740866304,0.0009524162925031998
60.494,-0.08703649066860875,-0.07860974124211628,-0.040702811627921776,0.05313691457803449,0.03216999669605425,0.029660964537954193
60.511,-0.03217180055366886,0.0556090404804479,-0.007914259015580516,0.0743157155838472,0.042018073162107816,0.022280769024618063
60.527,-0.021883101800992844,0.007092755958111763,-0.04444063034371437,0.022654826410758222,0.022420458958619438,0.017345520963464978
