AU1,AU2,AU3,AU4,AU5,AU7,timestamp
0.10360321437829431,0.13391457680250785,0.8656142481279093,0.4127837514934289,2.5122424242424244,0.028084415584415583,0.02
0.07889052104035255,0.31974921630094044,0.8931390406800243,0.3345280764635603,2.389818181818182,0.05091991341991342,0.04
0.0577205564676402,0.08728448275862069,0.5684072050192269,0.32407407407407407,2.5025454545454546,0.03062770562770563,0.06
0.14041303032921454,0.11167711598746081,0.8450718478040883,0.3123257666268419,2.256161616161616,0.03268398268398268,0.08
0.14784411993432992,0.23559952978056425,0.7231329690346083,0.36170848267622463,2.3416565656565655,0.005952380952380952,0.1
0.15786745009936923,0.1843652037617555,0.7479255211495649,0.22441258462763838,2.3972525252525254,0.06764069264069264,0.12
0.04406808951870734,0.18377742946708464,0.7323416312487351,0.29838709677419356,2.4576161616161616,0.0,0.14
0.1731616694029206,0.2061128526645768,0.701578627808136,0.28713659896455596,2.381414141414141,0.0,0.16
0.12347705867104468,0.11863244514106583,0.4633677393240235,0.31819992035045797,2.3376969696969696,0.03365800865800866,0.18
0.09617212477317895,0.13636363636363635,0.6683869662011739,0.27050975706889685,2.33179797979798,0.03998917748917749,0.2
0.025835997580575476,0.05329153605015674,0.34082169601295287,0.31152927120669055,2.5255757575757576,0.0,0.22
0.12148967424176964,0.10540752351097178,0.5488767455980571,0.20101553166069294,2.32420202020202,0.029816017316017317,0.24
0.0,0.10178291536050156,0.5144707549079134,0.14774990043807248,2.5782626262626263,0.0533008658008658,0.26
0.15976842650998013,0.07856583072100314,0.4553734061930783,0.19623655913978494,2.544,0.0,0.28
0.09262939600794953,0.0625,0.25915806516899415,0.20141377937076863,2.624727272727273,0.006222943722943723,0.3
0.15657132981940725,0.08630485893416928,0.4229912973082372,0.2251095181202708,2.7963636363636364,0.004545454545454545,0.32
0.09470318845588871,0.0035266457680250786,0.2760574782432706,0.2992831541218638,3.0524444444444443,0.044642857142857144,0.34
0.06549727814741207,0.11941614420062696,0.399210686095932,0.3706690561529271,3.19579797979798,0.0,0.36
0.10801002333016504,0.13891065830721003,0.48492208055049585,0.33174034249303064,3.061979797979798,0.017803030303030303,0.38
0.09504882053054524,0.07513714733542319,0.3862578425419955,0.343289526085225,3.294383838383838,0.0,0.4
0.007863129698436016,0.1040360501567398,0.44545638534709575,0.31869772998805257,2.6508282828282828,0.0,0.42
0.03871079236153115,0.12108150470219435,0.28688524590163933,0.37783751493428913,2.922747474747475,0.0,0.44
0.10075174976237795,0.02037617554858934,0.2781825541388383,0.1473516527279968,2.481939393939394,0.0,0.46
0.062213773438175066,0.10922805642633229,0.3555960331916616,0.22819593787335724,2.165090909090909,0.0216991341991342,0.48
0.035945735764278924,0.038891065830721,0.2434729811778992,0.10493827160493827,1.6555151515151516,0.010443722943722944,0.5
0.007690313661107751,0.09032131661442007,0.28678405181137423,0.19125846276383912,1.340848484848485,0.0,0.52
0.02082433249805582,0.06338166144200627,0.30823719894758145,0.14914376742333732,1.1358383838383839,0.0,0.54
0.0,0.010579937304075235,0.16433920259056872,0.12903225806451613,1.2882424242424242,0.019751082251082252,0.56
0.0,0.0789576802507837,0.24408014571949,0.14565909996017523,1.033050505050505,0.02213203463203463,0.58
0.016849563639505745,0.012147335423197491,0.23294879579032585,0.12106730386300278,1.4259393939393938,0.0,0.6
0.010109738183703448,0.04143808777429467,0.21402550091074682,0.0903026682596575,1.2731313131313131,0.0,0.62
0.0,0.04300548589341693,0.3258449706537138,0.07845479888490642,1.5835959595959597,0.0,0.64
0.07102739134191653,0.03516849529780564,0.12416514875531269,0.10991636798088411,1.4933333333333334,0.0,0.66
0.0,0.025372257053291537,0.3686500708358632,0.06013540422142573,1.391919191919192,0.02976190476190476,0.68
0.0,0.05975705329153605,0.2250556567496458,0.06660692951015532,1.1713131313131313,0.0,0.7
0.046314698003974766,0.1200039184952978,0.2399311880186197,0.1187773795300677,1.0978585858585859,0.004112554112554113,0.72
0.08977793139203318,0.047021943573667714,0.38554948391013966,0.0760653126244524,0.8460606060606061,0.0380952380952381,0.74
0.05512831590771623,0.1466496865203762,0.27757538959724753,0.1277379530067702,0.8875959595959596,0.01553030303030303,0.76
0.060485613064892425,0.0,0.40214531471362075,0.03843090402230187,0.8371717171717171,0.019101731601731602,0.78
0.026700077767216796,0.11010971786833856,0.2547055251973285,0.08303464755077658,0.6468686868686868,0.002922077922077922,0.8
0.06480601399809903,0.11814263322884012,0.6317547055251973,0.056551174830744726,0.5357575757575758,0.009956709956709957,0.82
0.0,0.0,0.32867840518113745,0.009458383114297093,0.3743030303030303,0.06904761904761905,0.84
0.034217575390996284,0.0839537617554859,0.5569722728192673,0.032855436081242535,0.6067878787878788,0.0,0.86
