AU1,AU2,AU3,AU4,AU5,AU7,timestamp
0.11136299620479781,0.11583835278932578,0.21499583760245902,0.14057480581534995,0.8918126578282828,0.10513556674445346,0.26
0.10595789617401495,0.11738030364894568,0.15991257878118043,0.11868187689012097,0.5590025252525253,0.10366384002553436,0.51
0.10679702013846885,0.10853428377253135,0.18412679777625987,0.10806668189264113,0.2772850970643939,0.10329780743751692,0.75
0.1051819116626523,0.1286252299819994,0.18397225196775072,0.10608385360274168,0.1743068576388889,0.10305401030040923,0.99
0.10776425833567355,0.12947967433630486,0.18903384645852309,0.1078623441622486,0.6095938289141414,0.1035779416303098,1.26
0.10871761555722372,0.10820050374093848,0.15777969591966454,0.10909121447661539,0.26718637547348484,0.1065054294866917,1.49
0.11105818432450532,0.11007805229354428,0.26105283556909026,0.10333973874327956,0.12473413825757576,0.10245295272761093,1.76
0.12182256450898643,0.11690392090609081,0.33693231992985984,0.11981466119387196,0.1510135929608586,0.10272778267468209,2.01
0.1582330070699311,0.19211953859717867,0.3198641923921018,0.1584163105188732,0.30778484059343436,0.10617645395782603,2.25
0.16173465194445044,0.12609118279244833,0.2362850384537543,0.1655022588112306,0.5098113952020202,0.10494202452820617,2.51
0.14286582826136265,0.10821107487693475,0.1349920393652917,0.2794543850806452,1.6997750946969696,0.10638280430913488,2.75
0.14078439916724272,0.10840805197210521,0.11341196726845527,0.23458460021996963,3.0526177398989898,0.10813202300629059,2.99
0.13746847035529897,0.10717156389290262,0.12412817684220678,0.10271369694049308,2.6682809343434344,0.30805901861810064,3.25
0.12507001665379547,0.10373226153813185,0.10941239190810945,0.10240271175966373,2.042120422979798,0.5997338233056007,3.49
0.14991563404583946,0.10680324829484228,0.11924052204687184,0.10371139447369077,1.0327293244949496,1.2745971151244588,3.76
0.11195476244883025,0.2948965951566786,0.11575615702792957,0.11368604847654694,0.6862470012626263,1.971092481737013,4.0
0.11183161625523849,0.5591923345966399,0.12474474186020036,0.23050287718413978,0.13239884193497475,2.1001953125,4.24
0.12018936646383284,0.9935670093309169,0.12808083629009817,0.28907735164494974,0.10391530539772727,2.181685648336039,4.51
0.1547439563328977,1.1604418141714832,0.13416624271876898,0.21531875956727897,0.11614451152146464,1.5546488179788962,4.75
0.14747537751190812,1.4535286164956407,0.14711609689650373,0.24222170010547342,0.2594144570707071,2.103853617086039,5.0
0.14245160349317917,1.2287395800168985,0.21098819586748635,0.1771588919885317,0.16977706755050506,1.324307211343344,5.24
0.14742612958232523,1.091195516078076,0.16256331548206335,0.35931301686641276,0.23794401041666666,1.117351634368236,5.51
0.13722643930106715,0.866448764143319,0.1472638486681909,0.3594485533185235,0.40046322601010104,0.5060331270292208,5.75
0.12388727525476864,0.34110403509349285,0.2217269739962811,0.31626932804255026,0.369612610479798,0.6368986319669914,6.0
0.11173048343261255,0.31153702212725315,0.33977625433237196,0.2523152766499278,0.39489634627525255,0.3512527796097132,6.24
0.1686292355118055,1.5371145409850118,0.4712949226655788,0.30107944964033256,0.2404946141098485,0.8846001166801948,6.51
0.16339241594119935,1.7607219062255095,0.387508142961951,0.21365916724225906,0.15977661379419192,1.294833519345238,6.75
0.14265532474226109,1.3908049484779095,0.37521256688296906,0.42475646219135804,0.17607163431186867,0.6857706177286256,6.99
0.13250673881286185,1.2398028239187402,0.32196668737983203,0.47579575648397054,0.15281680082070706,0.10444559204630005,7.26
0.11599198514997192,0.876182053903801,0.2765381748776184,0.3283730783770161,0.14172845643939394,0.10901371679264746,7.49
0.14186255859543764,0.550047967127498,0.2188110969202211,0.2689054877289924,0.1457837456597222,0.10585091330788353,7.76
0.20760302806100406,0.5876906822467672,0.24671235322904017,0.2251052157615865,0.14582541232638888,0.10560533928148674,8.0
0.18116637239560832,0.6946246108291291,0.17039603700620445,0.23727036585897052,0.10475353140782828,0.10391693775788013,8.25
0.21703348445735765,0.8959867184438676,0.2342107572480267,0.2691745674500946,0.1071677122790404,0.10394186044668223,8.49
0.28481378228149573,0.9134415294683091,0.3022437714246863,0.28354400792761847,0.11609004103535353,0.10607717935141031,8.76
0.4101224968677093,0.8812160192985894,0.26959027165079186,0.22801203026993727,0.10512505918560607,0.10425647553943453,9.0
0.3785181311700726,0.4814041281194896,0.18479090869921322,0.14784814978158603,0.10207549124053031,0.10320105614600243,9.25
0.4599032618351983,0.640283949322835,0.19444782911006123,0.15451772941246017,0.10368217329545455,0.10407716164857278,9.49
0.5459767869583297,0.7424841614726195,0.1544207488204564,0.1422699594440711,0.10368093039772727,0.10605302951036594,9.76
0.4896602342197356,0.531559672101538,0.23495128255603623,0.17853561030683743,0.1026392242739899,0.10485391988382711,10.0
0.564801710473732,0.2930924227245175,0.2076775481936855,0.15853618103780864,0.10449382496843435,0.10318548029119318,10.25
0.48717153139311326,0.3849072590890723,0.22753367668171928,0.1411260789440524,0.10372126538825757,0.10384719650466721,10.49
0.4098128962617731,0.31042597660076654,0.20651376674445962,0.17717583404504555,0.10259284248737374,0.10592057529465977,10.74
0.29000585785610905,0.2587218568616526,0.1894925304135676,0.1607590906651359,0.10857288707386363,0.10827406846083604,11.0
0.23459283427752095,0.4449227072975852,0.5536217009145415,0.3073015353538182,0.10275642163825757,0.1027739025297619,11.25
0.5014291498126026,0.5284018680967134,1.5160308634069521,0.4179936404818797,0.10480687736742424,0.10381073394379059,11.51
0.5721827610602264,0.44765967485673,1.1701802954551204,0.19050534338364322,0.10436844026199495,0.10504968156030167,11.75
0.6281834266719951,0.4579986763598403,0.6016531200984112,0.1414580654689678,0.10283297821969697,0.10673548710810674,11.99
0.5548484602496112,0.539100623056059,0.9052350944267354,0.13765372303271853,0.10434330610795454,0.10830864183830492,12.26
0.3791295269701028,0.39568675648082385,1.4764785009992916,0.14688663338342542,0.10492961845012626,0.10857850442201028,12.49
0.46993751957681673,0.2786207049617947,1.1816829209674156,0.12373628544171271,0.10466238557449495,0.10776132030404491,12.74
0.26324004586375616,0.32687012005749166,1.4986878367865817,0.11825906684416691,0.10213494318181818,0.10518561689368575,13.01
0.1936426481627495,0.15650087314713337,0.7816180144454564,0.13055711607209528,0.10290744357638888,0.1069471483106737,13.25
0.20391813532170786,0.1488260251227591,1.048826840309401,0.13873850079182845,0.10379636205808081,0.4965194636093074,13.51
0.15344172884556187,0.18810855781770425,0.8473475289668083,0.14442006927332238,0.10201501341540405,0.8593579841382576,13.74
0.15978247625129613,0.1675316383098734,0.6260215760821443,0.20078635206264311,0.11109921480429293,0.5519827706473214,14.01
0.16225498812227274,0.14854760005556303,0.7649781582833688,0.3964987161956143,0.13000784209280303,0.2101067877435065,14.25
0.14633640970632075,0.1576499699798871,0.7081473496635297,0.3422148114701563,0.11160359453914141,0.27722944779829545,14.51
0.13311050851456516,0.16040601102536,0.4988410608461091,0.2518620705614048,0.11227125749684344,0.33628418497192913,14.74
0.11495927642397714,0.1280877283748041,0.531027748526361,0.3047391769184339,0.10556356534090909,0.9796323305600649,15.01
0.1237011372780394,0.13767192206786344,0.6430542511004858,0.2669940494247187,0.1285669586489899,0.8518367618709416,15.25
0.11530442329735699,0.16173998315506222,0.9333133909823417,0.3353281450290596,0.37248788667929295,1.5190583992830087,15.51
0.11815833501536442,0.15939357362944503,0.5910278888541034,0.2563900721590626,0.48997123579545454,1.929879853219697,15.75
0.12063616300467683,0.21200647623187696,1.4641620734036633,0.490893535241811,0.581135101010101,1.969094756155303,16.01
0.11012752608442064,0.19429585328296434,1.1506011166135397,0.29105386008593437,0.2189111821338384,1.5780372784767316,16.25
0.10883680630562516,0.15424687735339318,0.3828498548497268,0.1543615683764872,0.4242651120580808,1.1854856813108767,16.51
0.11004091765653352,0.20587545652000883,0.9517756795815624,0.1824839359163431,1.028011047979798,0.8326264352509469,16.74
0.12580692136667782,0.30936981966502985,1.4043686200288403,0.25823746122529617,0.8827181976010101,0.7044245468073593,16.99
0.12359829570309125,0.2243737486836305,1.0258058765305607,0.24755448584820539,0.7511860795454546,0.395358606644007,17.26
0.1092259377295213,0.2010420317933851,0.32298974579728296,0.16284658537590851,0.8693041351010101,0.3719127308238636,17.5
0.11490918466608702,0.17029917128033772,0.35282144737591076,0.21375323576264438,0.864036773989899,0.3148683490175189,17.74
0.1219789786335922,0.2095731059585619,0.2672630793361668,0.25385510783801274,0.49832062815656564,0.16481468563988094,17.99
0.10855711941318154,0.20648236409250098,0.3875381355463216,0.2324136591964108,0.5538133285984849,0.21108920274874865,18.26
0.11483146807898773,0.15103962578369906,0.32612812140286634,0.31427366559793163,0.8603491950757576,0.34753824869791666,18.5
0.13928798569069709,0.18958044500560223,0.3096871205221615,0.2691868668483672,0.9827773042929293,0.36318861395765695,18.74
0.13058026823951763,0.18871135173546483,0.23373544643195962,0.3892543949201638,0.6253608743686868,0.3631135750642587,19.03
0.11142921563121058,0.17194872291110527,0.3116929425423118,0.2592137563470729,0.3570129419191919,0.5658865263967803,19.26
